Fitzpatrick Playground
11th & Columbia Playground
Waterview Recreation Center
Cohocksink Recreation Center
McMichael Park
Fotteral Square
Murphy Recreation Center
Harrowgate Park
48th & Woodland Playground
East Poplar Playground
Cruz Recreation Center
Holmesburg Playground
Lardner's Point Park
Cione Playground
Pleasant Playground
Athletic Recreation Center
Ottinger Tract
Happy Hollow Playground
Baldi School Playground
Simpson Playground
Monkiewicz Playground
Tustin Playground
Wharton Square Playground
Mifflin Square
Belfield Recreation Center
Overington Park
Columbus Square
Capitolo Playground
Vare Recreation Center
Mt Airy Playground
Hillside Recreation Center
Rodin Museum
Girard Estates Park
Barry Playground
Mullin Playground
McIlvain Playground
Dendy Recreation Center
Shissler Recreation Center
Sacks Playground
Moss Playground
Rumph Playground
Emanuel Recreation Center 
Francisville Playground
Clara Muhammad Square
Harper's Hollow Park
Deni Playground
Shuler Playground
Marian Anderson Recreation Center
Dickinson Square
Disston Recreation Center
Feltonville Recreation Center
Palumbo Recreation Center
Christy Recreation Center
Jefferson Square
East Poplar Field
63rd & Lindbergh Park
Cibotti Recreation Center
Stinger Square Playground
Northwood Park
Lower Mayfair Playground
Pleasant Hill Park
Heitzman Playground
Fairhill Square
Wister Playground
Chew Playground
Donald Finnegan Playground
Kelly Park
Ramblers Ballfield
Campbell Square
Mill Creek Playground
Morton Playground
Woodside Park
Miles Mack Playground
Cloverly Park
Clemente Playground
Juniata Park Older Adult Center
Matthias Baldwin Park
Conestoga Playground
Hetzell Playground
Samuel Recreation Center
Dorsey Playground
John F. Kennedy Plaza
12th & Cambria Playground
Starr Garden Playground
Womrath Park
Guerin Recreation Center
Clarkson Park
I-95 Park
South Philadelphia Older Adults Center
Manayunk Park
DiSilvestro Playground
Penrose Playground
Seger Park Playground
Cassiano Park
Venice Island Playground
Hancock Playground
Sayre-Morris Recreation Center
Burke Playground
Kay Park
Wissahickon Playground
Sherwood Park
Howell Park
39th & Olive Playground
Towey Playground
Fishtown Recreation Center
Shot Tower Playground
Hissey Playground
Shevchenko Park
Jerome Brown Playground
Inn Yard Park
Rizzo Ice Rink
Lovett Park
Kelly Pool
30th & Jefferson Playground
20th & Tioga Ballfield
Herron Playground
Buist Park
Pop's Playground
Deritis Playground
Amos Playground
Fairview Park
Hawthorne Cultural Center
Winston Park
Konrad Square
Ridgway Pool
Lincoln Pool
Woodward Pines
33rd & Wallace Playground
Nichols Park
Weccacoe Playground
Frankford & Pennypack Park
Powers Park
Gold Star Park
Hawthorne Park
Pickett Pool
East Passyunk Community Recreation Center
Stokely Playground
Cedar Park
Waterloo Playground
75th & Chelwynde Park
Tip Top Playground
Palmer Park
Trenton & Auburn Playground
Ford Recreation Center
Ben Barkan Park
Baker Playground
8th & Diamond Playground
Nelson Playground
Fitler Square
Panati Playground
Duckrey Playground
Veterans Playground
Heritage Park Playground
Glavin Playground
Winchester Playground
Triangle Park
Cianfrani Park
Garden Court
Clayborn & Lewis Playground
Merritt Square
Maguire Playground
La Noce Park
Mario Lanza Park
37th & Mt Vernon Playground
James L Wright Recreation Center
Hagert Playground
Mollbore Terrace Park
Ramblers Playground
Atwater Kent Museum
East Fairmount Park
Wilmot Park Playground
Ross Park
Weinberg Park
Reed Playground
Wissahickon Neighbors Playground
Louis Kahn Park
Benson Park
Christ Church Park
Schmidt Playground
O'Connor Pool
Delancey Park
Bainbridge Green
Market Square
Barnes & Loney Park
Hedge Street Park
Etting Square
Lederer Pool
Strawberry Mansion Playground
Southern Grounds HQs
Julian Abele Park
Ralph Brooks Park
Gilbert Stuart Park
Nicetown Park
West Oak Lane Senior Center
Mummers Museum
Diamond Park
Wolf Park
Betsy Ross House
Bardascino Park
Donnelly Park
3rd & Norris Playground
Hart Playground
Montgomery & Croskey Playground
Palumbo Park
Hamilton Park
Buckley Park
John C. Anderson Cultural Center
Mantua Community Garden
Newhall Park
Madison War Memorial
22nd & Ontario Playground
Paolone Park
Howard & Reed Park
Daly Park
Beck Park
Coxe Park
Bringhurst Park
Greble Post (War Memorial)
Jeanes & Rhawn War Memorial
18th and Jackson War Memorial
22nd & Catherine Park
Boone Park
I-95 Park
Pulaski Park
Manton Street Park
Cecil B. Moore Recreation Center
Japanese Gardens
61st & Cobbs Creek
Franklin D. Roosevelt Park
Franklin D. Roosevelt Park
Franklin D. Roosevelt Park
Franklin D. Roosevelt Park
Franklin D. Roosevelt Park
Franklin D. Roosevelt Park
Franklin D. Roosevelt Golf Course
Franklin D. Roosevelt Golf Course
Franklin D. Roosevelt Golf Course
Franklin D. Roosevelt Golf Course
Franklin D. Roosevelt Park
American-Swedish Historical Museum
Cibotti Recreation Center
James Finnegan Playground
James Finnegan Playground
Barry Playground
Cobbs Creek Park
Barry Playground
Murphy Recreation Center
Marconi Plaza
Girard Estates Park 
Girard Estates Park 
Girard Estates Park 
Burke Playground
Guerin Recreation Center
Guerin Recreation Center
Ford Recreation Center
McCreesh Playground
Smith Playground
East Passyunk Community Recreation Center
Dickinson Square
DiSilvestro Playground
DiSilvestro Playground
DiSilvestro Playground
Bartram's Garden
Vare Recreation Center
Bartram's Garden
Bartram's Garden
Bartram's Garden
South Philadelphia Older Adults Center
Bartram's Garden
Bartram's Garden
Bartram's Garden
Francis Myers Recreation Center
Columbus Square
Rizzo Ice Rink
Sacks Playground
Capitolo Playground
Wharton Square Playground
Shot Tower Playground
Stinger Square Playground
Donald Finnegan Playground
Chew Playground
Weccacoe Playground
Hawthorne Cultural Center
Kingsessing Recreation Center
48th & Woodland Playground
Palumbo Recreation Center
Kingsessing Recreation Center
Marian Anderson Recreation Center
Starr Garden Playground
Seger Playground
Foglietta Plaza
Foglietta Plaza
Foglietta Plaza
Foglietta Plaza
Foglietta Plaza
Foglietta Plaza
I-95 Park
Christy Recreation Center
Washington Square
Markward Playground
Rittenhouse Square
Cobbs Creek Environmental Education Center
Atwater Kent Museum
Betsy Ross House
John F. Kennedy Plaza
Sayre-Morris Recreation Center
Franklin Square
Franklin Square
Cobbs Creek Recreation Center & Pool
Cobbs Creek Recreation Center & Pool
Logan Square
Laura Sims Rink
Lee Cultural Center
Lee Cultural Center
Lee Cultural Center
Lee Cultural Center
Rodin Museum
River Field
Mantua Recreation Center
Northern Liberties Recreation Center
Von Colln Field
Cobbs Creek & Karakung Golf Course
Cobbs Creek & Karakung Golf Course
Southern Grounds HQs
Cobbs Creek & Karakung Golf Course
Mill Creek Playground
39th & Olive Playground
Cobbs Creek & Karakung Golf Course
West Mill Creek
Water Works
Shepard Recreation Center
Clemente Playground
Cobbs Creek Park
Philadelphia Museum of Art
Shepard Recreation Center
East Poplar Playground
Miles Mack Playground
West Fairmount Park
Granahan Playground
East Fairmount Park
Francisville Playground
East Fairmount Park
East Fairmount Park
East Fairmount Park
Bachelor's Barge Club
East Fairmount Park
East Fairmount Park
East Fairmount Park
East Fairmount Park
East Fairmount Park
East Fairmount Park
East Fairmount Park
East Fairmount Park
Lemon Hill
Lemon Hill
Lemon Hill
Lemon Hill
Rose Playground
Cobbs Creek Driving Range & Sports Center
Cobbs Creek Driving Range & Sports Center
Cobbs Creek Driving Range & Sports Center
Papa Playground
Fishtown Recreation Center
Fishtown Recreation Center
Hancock Playground
Cruz Recreation Center
Cobbs Creek & Karakung Golf Course
East Fairmount Park
Conestoga Playground
West Fairmount Park
East Fairmount Park
West Fairmount Park
Dendy Recreation Center
West Fairmount Park
Carousel House
West Fairmount Park
Shissler Recreation Center
East Fairmount Park
Memorial Area
33rd & Oxford Driving Range
Towey Playground
West Fairmount Park
33rd & Oxford Driving Range
Tustin Playground
33rd & Oxford Driving Range
Japanese Gardens
Japanese Gardens
Japanese Gardens
Martin Luther King Recreation Center
Parkside-Evans Recreation Center
Smith Memorial Playground
Smith Memorial Playground
Cobbs Creek Park
Amos Playground
Horticulture Center
Horticulture Center
West Fairmount Park
West Fairmount Park
East Fairmount Park
Cione Playground
East Fairmount Park
East Fairmount Park
Horticulture Center
East Fairmount Park
West Fairmount Park
East Fairmount Park
West Fairmount Park
East Fairmount Park
West Fairmount Park
West Fairmount Park
Dairy Fields
Stokely Playground
Horticulture Center
West Fairmount Park
West Fairmount Park
8th & Diamond Playground
West Fairmount Park
East Fairmount Park
East Fairmount Park
Monkiewicz Playground
Pop's Playground
East Fairmount Park
East Fairmount Park
Cohocksink Recreation Center
West Fairmount Park
Belmont Plateau
Gathers Recreation Center
Frank Glavin Playground
East Fairmount Park
West Fairmount Park
West Fairmount Park
West Fairmount Park
West Fairmount Park
Mander Playground
Mander Playground
West Fairmount Park
West Fairmount Park
West Fairmount Park
East Fairmount Park
Belmont Grove
West Fairmount Park
West Fairmount Park
West Fairmount Park
East Fairmount Park
East Fairmount Park
East Fairmount Park
West Fairmount Park
West Fairmount Park
East Fairmount Park
Samuel Recreation Center
East Fairmount Park
East Fairmount Park
West Fairmount Park
West Fairmount Park
John C Anderson Cultural Center
East Fairmount Park
Cecil B. Moore Recreation Center
West Fairmount Park
West Fairmount Park
Belmont & Edgely Cricket Fields
Belmont & Edgely Cricket Fields
Franklin Playground
West Fairmount Park
West Fairmount Park
West Fairmount Park
West Fairmount Park
Robin Hood Dell East
Robin Hood Dell East
Robin Hood Dell East
12th & Cambria Playground
West Fairmount Park
Chamounix
29th & Chalmers Park
Heitzman Playground
Heritage Park Playground
West Fairmount Park
Rivera Recreation Center
Woodside Park
McVeigh Recreation Center
Shuler Playground
Bridesburg Recreation Center
Panati Playground
West Fairmount Park
Schmidt Playground
West Fairmount Park
West Fairmount Park
West Fairmount Park
Scanlon Recreation Center
West Fairmount Park
West Fairmount Park
West Fairmount Park
Juniata Park Older Adult Center
Kenderton Park Playground
East Fairmount Park
McDevitt Recreation Center
East Fairmount Park
East Fairmount Park
Arthur Ashe Youth Tennis & Education Center
East Fairmount Park
East Fairmount Park
Gustine Recreation Center
East Fairmount Park
East Fairmount Park
Carmella Playground
Piccoli Playground
Hunting Park
Juniata Golf Course
Ferko Playground
Fernhill Park
Wissahickon Valley Park
Wissahickon Valley Park
Gambrell Playground
Hunting Park
Hunting Park
Hunting Park
Moss Playground
Fernhill Park
Fernhill Park
Daisy Fields
American Legion
Feltonville Recreation Center
Feltonville Recreation Center
Wissahickon Valley Park
Lauretha Vaird Boys/Girls Club Rec Center
Wissahickon Valley Park
Simpson Playground
Wissahickon Valley Park
Dorsey Playground
Happy Hollow Playground
Happy Hollow Playground
Stenton Park Playground
Loudoun Park
McIlvain Playground
Loudoun Park
McIlvain Playground
Wissinoming Playground
Rittenhouse Town
Rittenhouse Town
Kendrick Recreation Center
Rittenhouse Town
Arrow Field
Roosevelt Playground
Rittenhouse Town
Rittenhouse Town
Rittenhouse Town
Rittenhouse Town
Rittenhouse Town
Walnut Lane Golf Course
Walnut Lane Golf Course
Houseman Playground
Wissahickon Valley Park
Vogt Recreation Center
Wissahickon Valley Park
Wissahickon Valley Park
Howell Park
Disston Recreation Center
Disston Recreation Center
Lower Mayfair Playground
Pennypack on the Delaware Fields
Wakefield Park
Houseman Playground
Barrett Playground
Wister Playground
Hillside Recration Center
Russo Park Playground
Clifford Park
Wissahickon Valley Park
Wissahickon Valley Park
Gorgas Park
Pennypack on the Delaware
Clifford Park
Ziehler Playground
Mullin Playground
Wissahickon Valley Park
Wissahickon Valley Park
Wissahickon Valley Park
Wissahickon Valley Park
Vernon Park
Gorgas Park
Vernon Park
Wissahickon Valley Park
Wissahickon Valley Park
Wissahickon Valley Park
Tacony Creek Park
Cherashore Playground
Morton Playground
Holmesburg Playground
Max Myers Playground 
Max Myers Playground 
Hammond & Nedro Fields
Max Myers Playground 
Belfield Recreation Center
Mayfair Playground
Tarken Recreation Center
Mayfair Playground
Olney Recreation Center
Fisher Park
Pachella Fields
Waterview Recreation Center
Lincoln Pool
Lawncrest Recreation Center
Frankford & Solly Playground
Lawncrest Recreation Center
Rumph Playground
Rumph Playground
Lawncrest Recreation Center
Lawncrest Recreation Center
Wissahickon Valley Park
Wissahickon Valley Park
Wissahickon Valley Park
Lawncrest Recreation Center
Sturgis Playground
Wissahickon Valley Park
Cliveden Park
Morris Estate Recreation Center
Allens Lane Art Center
Ramp Playground
Ramp Playground
Allens Lane Art Center
Wissahickon Valley Park
Pennypack Creek Park
Wissahickon Valley Park
Wissahickon Valley Park
Pennypack Park
Wissahickon Valley Park
Wissahickon Valley Park
Awbury Park & Recreation Center
Wissahickon Valley Park
Manatawna Farm
Wissahickon Valley Park
Manatawna Farm
Manatawna Farm
Manatawna Farm
Manatawna Farm
Glen Foerd
Jacobs Playground
Glen Foerd
Glen Foerd
Glen Foerd
Glen Foerd
Mt Airy Playground
Glen Foerd
Pleasant Playground
Fluehr Park
Northeast Older Adult Center
Fluehr Park
Wissahickon Valley Park
Fluehr Park
Jardel Recreation Center
Holme Playground
Holme Crispin Park
Simons Youth Center & Teen Center
Torresdale Playground
John Byrne Golf Course
Pelbano Playground
Pelbano Playground
Wissahickon Valley Park
Wissahickon Valley Park
Wissahickon Valley Park
Houston Playground
Burholme Driving Range
Burholme Park
Burholme Park
Pennypack Creek Park
Pennypack Creek Park
Axe Factory Office-Northeast Philly
Pastorius Park
Pennypack Creek Park
Pennypack Creek Park
Pennypack Creek Park
Burholme Park
Burholme Park
Burholme Park
Burholme Park
Mitchell Playground
Water Tower Recreation Center
Solly 2nd Stable
Solly Quarrantine Stable
Solly Stable
Fox Chase Playground
Wissahickon Valley Park
Pennypack Creek Park
Wissahickon Environmental Education Center
Pennypack Creek Park
Dorothy Emanuel Recreation and Teen Center
Dorothy Emanuel Recreation and Teen Center
Andorra Natural Area
Pennypack Creek Park
Pennypack Creek Park
Wissahickon Valley Park
Chalfont Playground
Picariello Playground
Pennypack Creek Park
Pennypack Creek Park
Pennypack Creek Park
Alberta Morris Pool
Pennypack Creek Park
Pennypack Environmental Education Center
Pennypack Environmental Education Center
Pennypack Environmental Education Center
Pennypack Environmental Education Center
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Fox Chase Farm
Hayes Playground
Palmer Playground
Fitzpatrick Playground
Lackman Playground
Junod Playground
Gifford Playground
"Boyle, Daniel Recreation Center"
Lonnie Young Recreation Center
Fox Chase Farm
Fox Chase Farm
Water Works
Water Works
Water Works
Water Works
Water Works
Water Works
West Oak Lane Senior Center
Athletic Recreation Center
Mifflin Square
Franklin D. Roosevelt Park
Franklin D. Roosevelt Park
Eastwick Regional Park Playground
Connell Park
Washington Square
Rittenhouse Square
Water Works
East Fairmount Park
East Fairmount Park
Cobbs Creek & Karakung Golf Course
Lemon Hill
Cobbs Creek & Karakung Golf Course
West Fairmount Park
West Fairmount Park
33rd & Oxford Driving Range
Smith Playground
Smith Playground
West Fairmount Park
Horticulture Center
West Fairmount Park
West Fairmount Park
West Fairmount Park
West Fairmount Park
West Fairmount Park
West Fairmount Park
West Fairmount Park
West Fairmount Park
Belmont Grove
Belmont Grove
West Fairmount Park
East Fairmount Park
East Fairmount Park
Chamounix Tennis
East Fairmount Park
West Fairmount Park
Hunting Park
Hunting Park
Hunting Park
Wissahickon Valley Park
Wissahickon Valley Park
Wissahickon Valley Park
Blue Bell Park
Wissahickon Valley Park
Allens Lane Art Center
Pennypack Creek Park
Pennypack Creek Park
Pennypack Creek Park
Pennypack Creek Park
Wissahickon Valley Park
Wissahickon Valley Park
Burholme Park
Burholme Driving Range
Pennypack Creek Park
Wissahickon Valley Park
Wissahickon Valley Park
Wissahickon Valley Park
Pennypack Creek Park
Pennypack Creek Park
Water Works
Water Works
District 6 Satellite Office
Gambrell Playground
Nelson Playground
Wissinoming Playground
Penrose Playground
Sedgely Storeroom
York St Mini Park
Colorado St Mini Park
Stiles Street Playlot
Cobbs Creek Driving Range & Sports Center
Burholme Driving Range
Paine's Park
Officer Daniel Boyle Park
Wissahickon East
22nd & Market Memorial Park 
Ingersoll Park
Eakins Oval
Benjamin Franklin Parkway
Poquessing Creek Park
Poquessing Creek Park
Poquessing Creek Park
Poquessing Creek Park
Poquessing Creek Park
Poquessing Creek Park
Poquessing Creek Park
Fairmount Drainage Right of Way
Fairmount Drainage Right of Way
Fairmount Drainage Right of Way
Fairmount Drainage Right of Way
Fairmount Drainage Right of Way
Fairmount Drainage Right of Way
Fairmount Drainage Right of Way
Fairmount Drainage Right of Way
Glen Foerd
Allens Lane Art Center
Martin Luther King Recreation Center
Gathers Recreation Center
Benjamin Franklin Parkway
Benjamin Franklin Parkway
Kingsessing Recreation Center
Lanier Playground
I-95 Park
I-95 Park
I-95 Park
Northern Liberties Recreation Center
Northern Liberties Recreation Center
Northern Liberties Recreation Center
Logan Square
Benjamin Franklin Parkway
Benjamin Franklin Parkway
Logan Square
Benjamin Franklin Parkway
Benjamin Franklin Parkway
Benjamin Franklin Parkway
Benjamin Franklin Parkway
Benjamin Franklin Parkway
Princeton Avenue Boat Launch
Glen Foerd
Wissahickon Valley Park
Hayes Playground
Hayes Playground
Bartram's Mile
Gray's Ferry Crescent
Hope Park
Logan Square
Titan Park
Benjamin Franklin Parkway
West Fairmount Park
Dodge Tract
Dodge Tract
Bartram's South
Emily Community Garden
Poquessing Creek Park
Fairmount Drainage Right of Way
Benjamin Franklin Parkway
Philly Pumptrack
West Fairmount Park
West Fairmount Park
West Fairmount Park
Spruce Playlot
Yorktown Commons
Yorktown Commons
Yorktown Commons
Yorktown Commons
Yorktown Commons
Yorktown Commons
Reliance Triangle
Venice Island Playground
